jour;categorie;value
2018-06-28;PME / PMI;5168408246.0
2018-07-08;Résidentiels;11205850691.0
2018-07-10;Entreprises;14966436249.0
2018-07-24;Professionnels;4057636523.0
2018-08-06;Résidentiels;11283168746.0
2018-08-15;Entreprises;9835659543.0
2018-08-22;PME / PMI;4904480555.0
2018-08-26;Entreprises;8401124722.0
2018-09-02;Professionnels;3099025001.0
2018-10-13;Professionnels;3758737626.0
2018-11-26;PME / PMI;6650149472.0
2018-11-28;Résidentiels;22344566606.0
2018-11-28;Entreprises;14984052727.0
2018-11-28;PME / PMI;6520813375.0
2018-11-28;Professionnels;5923932060.0
2018-12-11;Entreprises;15141860823.0
2018-12-21;Résidentiels;22740642507.0
2018-12-21;PME / PMI;6241465724.0
2019-01-28;Professionnels;6488229053.0
2019-03-06;Professionnels;5326014399.0
2019-04-11;Entreprises;14236428151.0
2019-04-26;Résidentiels;14295089863.0
2019-04-28;PME / PMI;3662317923.0
2019-05-24;Entreprises;13369299830.0
2019-05-24;Professionnels;3918877911.0
2019-07-03;PME / PMI;5307496425.0
2019-09-24;Professionnels;3932476027.0
2019-11-08;Entreprises;14053606488.0
2019-11-30;Professionnels;5500107062.0
2019-12-29;PME / PMI;4759830128.0
2020-01-22;Entreprises;15467455241.0
2020-02-12;Professionnels;5926352433.0
2020-03-27;Professionnels;4011436298.0
2020-04-30;Entreprises;10928862113.0
2020-05-22;PME / PMI;3260705837.0
2020-05-25;Professionnels;3298881662.0
2020-06-25;PME / PMI;4762504688.0
2020-07-01;Entreprises;13958697606.0
2020-07-02;Résidentiels;11175452097.0
2020-07-18;Professionnels;3774957621.0
2020-07-29;Professionnels;4117983087.0
2020-08-19;Résidentiels;11246786825.0
2020-09-11;Résidentiels;11367766680.0
2020-12-04;Professionnels;5942450488.0
2020-12-12;Entreprises;10316455317.0
2020-12-15;Professionnels;5689688274.0
2020-12-24;PME / PMI;5516304874.0
2021-01-18;Entreprises;16844813782.0
2021-01-27;Résidentiels;27682712973.0
2021-01-27;PME / PMI;3877883678.0
2021-02-06;Entreprises;11965530889.0
2021-02-11;Entreprises;17668172951.0
2021-02-11;PME / PMI;4347712180.0
2021-03-10;Entreprises;16385797273.0
2021-03-11;Entreprises;16046458645.0
2016-04-05;Résidentiels;16044762937.0
2016-05-04;Entreprises;13651655128.0
2016-05-06;Résidentiels;13554733023.0
2016-05-11;Professionnels;4024870027.0
2016-06-15;Professionnels;3944658377.0
2016-06-20;Résidentiels;11529963004.0
2016-06-24;Entreprises;14118473320.0
2016-06-24;Professionnels;3986653603.0
2016-07-03;Entreprises;8836208029.0
2016-07-23;PME / PMI;4260637477.0
2016-07-28;Entreprises;14083792591.0
2016-07-28;PME / PMI;5090159762.0
2016-08-06;Entreprises;9136140498.0
2016-09-04;PME / PMI;3617053375.0
2016-09-12;Professionnels;3720825187.0
2016-10-07;Professionnels;4559214523.0
2016-10-24;Professionnels;4755181412.0
2016-11-11;Résidentiels;22286299016.0
2016-11-16;PME / PMI;6189957338.0
2016-11-18;Résidentiels;20074623518.0
2017-02-02;Résidentiels;21466349239.0
2017-02-02;Entreprises;15009286745.0
2017-02-22;PME / PMI;6011709025.0
2017-03-05;Entreprises;9386458474.0
2017-03-14;Professionnels;5258088477.0
2017-05-11;PME / PMI;5083767900.0
2017-05-17;Résidentiels;11161822855.0
2017-05-17;Professionnels;3735018971.0
2017-05-22;Professionnels;3564061371.0
2017-06-30;Résidentiels;10246403208.0
2017-07-13;Entreprises;14558464722.0
2017-07-13;PME / PMI;5063936324.0
2017-07-13;Professionnels;3832923901.0
2017-08-25;PME / PMI;4693965458.0
2017-08-27;Résidentiels;11516445269.0
2017-09-06;Entreprises;14174011511.0
2017-09-23;Résidentiels;12533273836.0
2017-10-01;Résidentiels;13272605659.0
2017-10-01;Entreprises;8614664969.0
2017-11-10;Professionnels;5748637614.0
2017-11-14;Entreprises;15241801176.0
2017-11-14;Professionnels;6192199793.0
2017-12-05;Professionnels;6883659349.0
2017-12-27;Professionnels;6499699675.0
2018-01-14;Résidentiels;27241148614.0
2018-01-31;Professionnels;6076602027.0
2018-02-17;Entreprises;10808844436.0
2018-03-23;Professionnels;6360606948.0
2018-03-30;Entreprises;14202332251.0
2018-04-14;Résidentiels;16431729462.0
2018-04-19;Professionnels;3848166880.0
2018-05-04;Résidentiels;14130123956.0
2018-05-11;Entreprises;10821544803.0
2018-05-15;Entreprises;13947168318.0
2018-05-16;PME / PMI;4879155911.0
2018-06-01;PME / PMI;4623574080.0
2018-06-29;Professionnels;3908109396.0
2018-07-07;Entreprises;10936170166.0
2018-07-19;Entreprises;14912782081.0
2018-07-25;Résidentiels;10705621990.0
2018-07-25;Entreprises;14942682354.0
2018-07-25;Professionnels;4124751685.0
2018-07-28;PME / PMI;4434105310.0
2018-08-13;PME / PMI;4730508861.0
2018-08-28;Professionnels;3820693668.0
2018-09-05;Professionnels;3915022213.0
2018-09-27;Résidentiels;10892346432.0
2018-10-16;Entreprises;14086971821.0
2018-11-16;Entreprises;14010007582.0
2018-11-16;PME / PMI;5919756425.0
2018-11-16;Professionnels;5310337464.0
2018-12-15;PME / PMI;5802095933.0
2018-12-15;Professionnels;6465215468.0
2018-12-17;PME / PMI;6676682203.0
2019-01-11;PME / PMI;7084618563.0
2019-01-11;Professionnels;6974755391.0
2019-01-15;PME / PMI;6917104917.0
2019-01-19;Résidentiels;29181019241.0
2019-02-16;Résidentiels;23162495106.0
2019-02-16;Professionnels;5339327623.0
2019-03-15;Entreprises;14106795073.0
2019-03-15;Professionnels;5526060534.0
2019-03-27;Entreprises;14373035837.0
2019-03-29;PME / PMI;5568022061.0
2019-03-30;Entreprises;9939539559.0
2019-04-10;PME / PMI;5556829984.0
2019-04-24;Entreprises;13705353872.0
2019-05-31;Entreprises;10775931053.0
2019-07-14;Entreprises;9174025449.0
2019-07-24;Entreprises;15440504812.0
2019-07-24;Professionnels;4362524824.0
2019-08-04;Résidentiels;11150140204.0
2019-08-26;PME / PMI;4782593068.0
2019-08-27;PME / PMI;4923596710.0
2019-08-30;Entreprises;13832225497.0
2019-08-30;PME / PMI;4815814811.0
2019-10-03;PME / PMI;5076327677.0
2019-10-17;Résidentiels;12641865413.0
2019-11-13;PME / PMI;6505690607.0
2020-02-16;Résidentiels;20615438558.0
2020-04-13;Professionnels;3072010186.0
2020-05-09;Résidentiels;12271332677.0
2020-05-24;PME / PMI;2750392466.0
2020-06-16;PME / PMI;4404309148.0
2020-07-12;PME / PMI;3650598071.0
2020-07-15;Résidentiels;10982685047.0
2020-08-15;Professionnels;3546502172.0
2020-08-21;Professionnels;3977551252.0
2020-08-31;Entreprises;12495833978.0
2020-09-22;Résidentiels;10693299532.0
2020-09-28;Entreprises;13015704378.0
2020-10-02;Entreprises;13211462737.0
2020-10-02;Professionnels;4558093108.0
2020-10-16;PME / PMI;5941871502.0
2020-11-28;Professionnels;4822814572.0
2020-12-02;Professionnels;5887966729.0
2020-12-23;Résidentiels;20129158465.0
2020-12-26;Entreprises;9028668132.0
2021-01-09;Résidentiels;33280593176.0
2021-01-24;PME / PMI;2863610210.0
2021-02-22;Entreprises;15084518279.0
2021-02-26;Entreprises;14999421700.0
2021-02-26;PME / PMI;3056539224.0
2021-03-01;Résidentiels;20967924302.0
2016-03-30;Entreprises;14595782782.0
2016-05-10;Entreprises;13964281697.0
2016-05-14;Entreprises;9780982078.0
2016-05-19;Résidentiels;13041590405.0
2016-05-20;Entreprises;13601134547.0
2016-05-20;Professionnels;4218449362.0
2016-06-06;Entreprises;13224277640.0
2016-06-30;Entreprises;14490699854.0
2016-07-10;Entreprises;9484659415.0
2016-07-20;Entreprises;15120375940.0
2016-07-25;Résidentiels;10943805122.0
2016-07-25;Entreprises;13563474977.0
2016-07-25;PME / PMI;4953557877.0
2016-08-09;PME / PMI;4824402557.0
2016-09-02;Entreprises;14185957744.0
2016-10-06;Entreprises;14196625999.0
2016-10-25;PME / PMI;5152490365.0
2016-11-04;Entreprises;14295983430.0
2016-12-02;Entreprises;15060214100.0
2016-12-03;Entreprises;11116209526.0
2016-12-17;Résidentiels;25746533331.0
2017-01-12;Résidentiels;25755863356.0
2017-01-12;Professionnels;6596140052.0
2017-04-24;PME / PMI;4877179914.0
2017-04-24;Professionnels;4142025419.0
2017-05-02;Entreprises;13316757349.0
2017-06-24;Résidentiels;11355775516.0
2017-07-17;Résidentiels;10969397673.0
2017-08-11;Entreprises;11073713540.0
2017-08-14;Résidentiels;10866379196.0
2017-09-02;Professionnels;3491233589.0
2017-09-16;Résidentiels;12676938041.0
2017-09-16;PME / PMI;4005915754.0
2017-09-18;Professionnels;4138874609.0
2017-09-25;PME / PMI;4727347815.0
2017-10-06;Résidentiels;12745207046.0
2017-10-12;Entreprises;14382952534.0
2017-12-01;Entreprises;15332601268.0
2017-12-29;PME / PMI;6892167404.0
2017-12-29;Professionnels;6911850109.0
2018-03-03;Professionnels;5960621472.0
2018-03-12;Professionnels;5228922176.0
2018-03-19;Résidentiels;26733773088.0
2018-03-19;PME / PMI;7008456571.0
2018-04-05;Résidentiels;17844100677.0
2018-04-05;Entreprises;14574856284.0
2018-04-05;PME / PMI;5877072355.0
2018-05-01;Professionnels;3480065261.0
2018-06-04;Entreprises;13328006487.0
2018-06-08;Résidentiels;10526258842.0
2018-06-22;Résidentiels;10445467964.0
2018-06-22;Professionnels;3833319529.0
2018-07-29;Résidentiels;11244019378.0
2018-07-29;PME / PMI;3831619587.0
2018-09-06;Résidentiels;10296316100.0
2018-09-06;Professionnels;3980448931.0
2018-10-02;PME / PMI;5216883613.0
2018-10-17;PME / PMI;4936145025.0
2018-10-24;Professionnels;4488193608.0
2018-10-27;Entreprises;10032475065.0
2018-10-28;PME / PMI;3810952971.0
2018-11-12;Résidentiels;16438392251.0
2018-11-12;PME / PMI;5713881330.0
2018-11-15;Professionnels;5120550783.0
2018-11-24;Résidentiels;23304296157.0
2018-12-02;PME / PMI;4259966400.0
2018-12-09;Résidentiels;22448796238.0
2018-12-18;Résidentiels;25172950291.0
2018-12-20;Professionnels;6312841570.0
2018-12-23;Résidentiels;21409097870.0
2019-01-06;Résidentiels;30013350238.0
2019-01-06;Entreprises;9718117598.0
2019-02-10;PME / PMI;4703510303.0
2019-02-17;Entreprises;9338288454.0
2019-02-17;PME / PMI;4415902884.0
2019-03-31;PME / PMI;3779162355.0
2019-04-30;Entreprises;13452601446.0
2019-05-10;Professionnels;4401204173.0
2019-05-13;Résidentiels;14070698930.0
2019-05-25;Résidentiels;11766126836.0
2019-06-30;PME / PMI;3690804477.0
2019-07-18;Professionnels;3910171321.0
2019-07-21;Professionnels;3290359030.0
2019-07-23;Entreprises;15369305533.0
2019-07-30;Professionnels;3691303476.0
2019-08-03;PME / PMI;4230048818.0
2019-09-02;Entreprises;12985978782.0
2019-10-14;Résidentiels;11670638267.0
2019-10-30;Résidentiels;16211801850.0
2019-10-31;Entreprises;13753315310.0
2019-10-31;Professionnels;4782586256.0
2019-11-02;Entreprises;9370631899.0
2019-12-14;Résidentiels;23648508272.0
2019-12-14;Entreprises;10577824633.0
2019-12-24;Entreprises;10475625717.0
2019-12-31;PME / PMI;6665409657.0
2020-01-07;Entreprises;14707235593.0
2020-02-14;Professionnels;5799457204.0
2020-02-23;PME / PMI;4213384596.0
2020-03-04;Professionnels;6087422460.0
2020-03-13;Résidentiels;19794490074.0
2020-04-23;Entreprises;11128459910.0
2020-05-17;Professionnels;3034576353.0
2020-06-06;Résidentiels;11939098518.0
2020-06-07;Professionnels;2980704075.0
2020-07-08;Résidentiels;11469856040.0
2020-07-08;Professionnels;3944128683.0
2020-07-23;Entreprises;14106802855.0
2020-07-30;PME / PMI;5160197103.0
2020-09-16;Entreprises;14420652130.0
2020-09-24;Entreprises;13721532388.0
2020-09-24;PME / PMI;5025235300.0
2020-10-29;PME / PMI;5535975435.0
2020-11-13;Résidentiels;16772635143.0
2020-11-13;Entreprises;12932959493.0
2020-11-27;Entreprises;13481457547.0
2020-11-29;PME / PMI;4131070631.0
2020-12-06;Professionnels;5165277520.0
2020-12-16;Résidentiels;22768988998.0
2020-12-19;Entreprises;9860052703.0
2021-01-02;PME / PMI;3522179416.0
2021-01-02;Professionnels;5709063888.0
2021-01-08;Professionnels;6965886684.0
2021-01-25;Professionnels;6244749860.0
2021-02-04;Entreprises;16366648452.0
2021-02-15;Résidentiels;29184220103.0
2021-02-28;Entreprises;10758445562.0
2021-02-28;PME / PMI;2424031260.0
2021-03-07;Résidentiels;24363741265.0
2021-03-08;Entreprises;15779859912.0
2016-03-27;Résidentiels;20255808538.0
2016-03-27;PME / PMI;4284012419.0
2016-04-13;Résidentiels;15161677453.0
2016-06-03;Entreprises;13665357819.0
2016-06-09;Professionnels;3867477137.0
2016-06-11;Professionnels;3476973368.0
2016-06-23;Professionnels;3989441376.0
2016-06-27;Résidentiels;11087350207.0
2016-07-13;Résidentiels;10304433639.0
2016-07-24;Professionnels;2991078555.0
2016-07-26;Résidentiels;10680769401.0
2016-07-29;PME / PMI;4995057950.0
2016-10-09;PME / PMI;3194407285.0
2016-11-17;Entreprises;14778972425.0
2016-11-17;PME / PMI;6161475675.0
2016-11-17;Professionnels;5661273816.0
2016-11-26;Résidentiels;21385365126.0
2016-11-26;PME / PMI;5023844786.0
2016-12-07;Professionnels;6548714762.0
2016-12-14;Entreprises;15199052299.0
2016-12-26;Entreprises;10704485220.0
2016-12-27;Résidentiels;23931135741.0
2017-01-14;Résidentiels;29851922593.0
2017-01-20;PME / PMI;7861095832.0
2017-02-26;Entreprises;9276006092.0
2017-02-26;PME / PMI;4541221630.0
2017-02-26;Professionnels;4778295513.0
2017-03-07;Professionnels;6234080328.0
2017-03-29;PME / PMI;5423746360.0
2017-04-12;Professionnels;4231797715.0
2017-04-16;Professionnels;3412418360.0
2017-04-27;Entreprises;14380274196.0
2017-05-06;Professionnels;4001883182.0
2017-07-09;Professionnels;3036412001.0
2017-08-02;PME / PMI;5119038357.0
2017-09-13;Entreprises;14310050562.0
2017-10-28;Entreprises;10024334577.0
2017-10-28;Professionnels;4060971317.0
2017-11-09;Résidentiels;21010261877.0
2017-11-09;Professionnels;6018429190.0
2017-11-28;Entreprises;15286577447.0
2017-11-28;PME / PMI;6942398358.0
2017-12-06;PME / PMI;6913725873.0
2017-12-06;Professionnels;6873261335.0
2017-12-09;Entreprises;11403538552.0
2018-01-10;PME / PMI;6499212340.0
2018-01-27;PME / PMI;5517159056.0
2018-02-01;Professionnels;6414638194.0
2018-02-03;PME / PMI;5788836232.0
2018-03-11;Entreprises;9155587761.0
2018-03-11;Professionnels;4158533690.0
2018-04-01;Résidentiels;22578612084.0
2018-04-22;Entreprises;8678034353.0
2018-05-05;Résidentiels;13473607243.0
2018-05-06;PME / PMI;3179685119.0
2018-05-09;PME / PMI;4496460195.0
2018-05-24;Résidentiels;10993772375.0
2018-05-31;Entreprises;14098806975.0
2018-06-05;PME / PMI;4762090538.0
2018-06-20;Professionnels;3798835129.0
2018-07-04;PME / PMI;5284062168.0
2018-08-05;PME / PMI;3909429699.0
2018-08-17;Résidentiels;10009897474.0
2018-09-15;PME / PMI;3921516216.0
2018-09-28;Résidentiels;10823069336.0
2018-11-06;Résidentiels;16706742439.0
2018-11-10;Entreprises;10045303479.0
2018-11-10;PME / PMI;4556318042.0
2018-12-07;Entreprises;14109207457.0
2019-01-18;Entreprises;15018675731.0
2019-01-30;Professionnels;6796802386.0
2019-02-01;Entreprises;14760111360.0
2019-04-06;Entreprises;10135488150.0
2019-04-13;PME / PMI;4541938573.0
2019-08-11;PME / PMI;3546242440.0
2019-08-25;Entreprises;8806346283.0
2019-09-01;Résidentiels;11694367828.0
2019-09-01;PME / PMI;3465175185.0
2019-09-01;Professionnels;3191264425.0
2019-09-06;Professionnels;3883981087.0
2019-09-14;PME / PMI;3913452809.0
2019-10-08;Entreprises;14064593467.0
2019-10-08;PME / PMI;5086491117.0
2019-11-28;Professionnels;5562065249.0
2019-12-01;PME / PMI;4549935037.0
2019-12-09;PME / PMI;6350755988.0
2020-01-18;PME / PMI;5391900067.0
2020-03-11;Entreprises;14144419887.0
2020-03-21;Résidentiels;18856058147.0
2020-03-29;PME / PMI;3142223372.0
2020-03-31;Entreprises;11077178376.0
2020-04-16;PME / PMI;3707935089.0
2020-04-16;Professionnels;3311276252.0
2020-05-04;Résidentiels;13034754829.0
2020-06-17;Entreprises;12793166990.0
2020-06-17;PME / PMI;4393152666.0
2020-06-17;Professionnels;3571962769.0
2020-06-22;Entreprises;12348003125.0
2020-07-16;PME / PMI;5058032497.0
2020-07-16;Professionnels;3837865105.0
2020-07-20;Résidentiels;11675071274.0
2020-08-04;Résidentiels;11174828551.0
2020-09-07;Entreprises;12836114580.0
2020-09-17;PME / PMI;5267912319.0
2020-10-01;Résidentiels;13353655900.0
2020-10-05;Professionnels;4663483129.0
2020-10-31;Entreprises;9593333026.0
2020-10-31;PME / PMI;4158709888.0
2020-11-05;PME / PMI;5442476390.0
2020-11-06;Résidentiels;18901298690.0
2020-11-06;Professionnels;4671145083.0
2020-11-09;Résidentiels;15819819748.0
2020-11-23;Résidentiels;22207857508.0
2020-11-23;PME / PMI;5834161571.0
2020-11-23;Professionnels;5141900892.0
2020-11-30;PME / PMI;6048862897.0
2020-12-03;PME / PMI;6175722725.0
2020-12-10;Entreprises;14801345053.0
2020-12-10;PME / PMI;6455638245.0
2020-12-22;PME / PMI;5330067857.0
2021-01-11;Résidentiels;32776013220.0
2021-01-11;Professionnels;6911394122.0
2021-01-12;Résidentiels;30252552277.0
2021-01-17;PME / PMI;2923293684.0
2021-02-03;Professionnels;5271783900.0
2021-02-18;Résidentiels;23074294905.0
2021-02-18;Entreprises;16368379099.0
2021-02-25;Entreprises;15396349099.0
2021-03-04;Résidentiels;19913835772.0
2021-03-18;Résidentiels;23000543178.0
2016-03-29;Entreprises;14077928721.0
2016-04-17;Entreprises;8642697835.0
2016-05-01;Professionnels;3997108298.0
2016-05-09;Résidentiels;12517133916.0
2016-05-12;Professionnels;4129489015.0
2016-07-05;Professionnels;3972663030.0
2016-08-07;PME / PMI;3565066741.0
2016-08-22;PME / PMI;4685320242.0
2016-09-22;Résidentiels;10787883760.0
2016-09-28;PME / PMI;4483792721.0
2016-10-11;Résidentiels;15927631776.0
2016-10-11;PME / PMI;5001511135.0
2016-10-13;Professionnels;5322248359.0
2016-12-05;PME / PMI;6743657789.0
2017-01-16;Résidentiels;28379890905.0
2017-02-04;PME / PMI;5649748365.0
2017-02-07;Entreprises;15246686054.0
2017-02-15;Résidentiels;20659098493.0
2017-02-15;Professionnels;5757122727.0
2017-02-18;Entreprises;10565357996.0
2017-02-18;PME / PMI;5018557517.0
2017-02-21;Résidentiels;20112957884.0
2017-03-08;PME / PMI;6396424541.0
2017-03-12;Professionnels;4162974705.0
2017-03-31;Professionnels;4355582890.0
2017-04-10;Résidentiels;12498828120.0
2017-06-11;Résidentiels;11575953254.0
2017-06-20;Résidentiels;11062293861.0
2017-06-20;Professionnels;4136021473.0
2017-06-22;Résidentiels;11304385397.0
2017-06-27;PME / PMI;5200101956.0
2017-08-30;PME / PMI;4901768672.0
2017-10-13;Professionnels;4213976775.0
2017-10-15;PME / PMI;3107791636.0
2017-10-15;Professionnels;3189581131.0
2017-10-29;Entreprises;8756789033.0
2017-10-29;PME / PMI;3467501172.0
2017-11-03;PME / PMI;5169623672.0
2017-12-16;Entreprises;11167286454.0
2017-12-16;PME / PMI;5852060217.0
2017-12-20;PME / PMI;6850630028.0
2017-12-20;Professionnels;6863316150.0
2018-01-20;Entreprises;10930557889.0
2018-02-04;Professionnels;5646312802.0
2018-02-11;PME / PMI;5191427875.0
2018-02-11;Professionnels;5712217135.0
2018-03-24;Entreprises;10685500862.0
2018-05-14;Résidentiels;14923409487.0
2018-05-22;Résidentiels;11105339031.0
2018-06-17;Résidentiels;11492427491.0
2018-06-27;Résidentiels;10742821387.0
2018-06-27;Professionnels;3811489698.0
2018-08-25;Entreprises;9474413766.0
2018-08-29;Résidentiels;10438320271.0
2018-09-01;Professionnels;3527838049.0
2018-09-12;Entreprises;14569361680.0
2018-09-12;Professionnels;3973527124.0
2018-09-22;Résidentiels;11199652408.0
2018-09-29;Professionnels;3718043959.0
